strain	ERR1414009	ERR024924	ERR024916	ERR1413996	ERR1413978	SRR1922795	ERR1414100	ERR1414012	ERR1414018	ERR1414058	SRR1922792	ERR1414031	ERR1414082	ERR1414001	ERR1414016	ERR1414095	ERR1414040	ERR1414027	ERR024903	ERR1414007	ERR1414050	ERR1414065	ERR1414039	ERR024923	ERR024904	ERR028208	ERR1414035	ERR1414033	SRR1922797	SRR1922796	ERR024901	ERR024907	ERR1414060	ERR1413989	ERR1414055	ERR1414048	ERR1413981	ERR024894	ERR1414091	ERR024928	ERR1414084	ERR1414032	ERR1414019	ERR1414067	ERR1414099	ERR1414047	ERR1413982	ERR1413987	ERR1414083	ERR1414028	ERR1414074	ERR1414092	ERR027411	ERR1414010	ERR024920	ERR1414059	ERR1414057	ERR1413984	ERR1414079	ERR024910	ERR1414075	ERR1413980	ERR1414006	ERR1414087	ERR1414086	ERR1414014	ERR1414005	ERR1414004	ERR1414015	ERR1414044	ERR1414071	ERR1414093	ERR1414011	SRR1922793	ERR1414049	ERR1414064	ERR1414076	ERR024929	ERR1413994	ERR1414043	ERR1414077	ERR024914	ERR1414101	ERR1414042	ERR1414017	ERR024921	ERR1414024	ERR1414056	ERR1414072	ERR1414013	ERR024902	ERR1414052	ERR1413983	ERR1414022	ERR1414003	ERR027412	ERR1414026	ERR1414089	ERR1413988	ERR1413993	ERR1414023	ERR1414053	ERR1414070	ERR1414025	ERR024927	ERR024925	ERR1414020	ERR024911	ERR1413991	ERR024915	ERR1413998	ERR1414034	ERR1414085	ERR1414078	ERR1414098	ERR1414045	ERR1414061	ERR1414062	ERR1414036	SRR1922794	ERR024893	ERR1414068	ERR1414094	ERR1414069	ERR1414080	ERR1414002	ERR024908	ERR1414021	ERR1413985	ERR1414037	ERR1414041	ERR1414081	ERR024917	ERR1413990	ERR1413999	ERR1414030	ERR1413992	ERR1414097	ERR1414073	ERR1414090	ERR1414096	ERR024895	ERR1414008	ERR1414051	ERR1414066	ERR1413997	ERR1413995	ERR1414046	ERR1414054	ERR1414063	ERR024930	ERR1414038	ERR024926	ERR1413976	ERR1413979	ERR1413977	ERR1414088	ERR1414029	ERR1414000	ERR1413986
ERR1414054	1	4735	3657	3657	1815	885	40	0	0	0	4062	0	0	2896	0	0	0	0	4968	0	1	0	0	4066	35216	418	0	0	4030	3959	19424	5551	0	3657	2	0	3661	4721	1817	4723	1	0	0	0	38	0	4714	3664	36	0	0	3662	5135	1	5127	0	0	4718	0	5042	0	34	0	0	0	0	39	4070	39	0	0	2901	0	4064	0	2900	0	2909	37	0	1	21	38	38	0	5877	0	0	0	0	4723	0	1810	0	3651	8854	0	1	2883	1816	0	0	0	0	4054	2905	0	1805	4716	34172	3664	0	0	0	2897	1	0	0	0	3962	17140	0	1	0	0	2896	4626	0	3663	38	0	0	6995	3660	3655	0	4714	0	0	1817	3960	34278	38	1	0	3659	38	0	0	0	3648	1	4045	0	2878	1814	0	0	2878	3664
ERR1414063	1	4735	3657	3657	1815	885	40	0	0	0	4062	0	0	2896	0	0	0	0	4968	0	1	0	0	4066	35216	418	0	0	4030	3959	19424	5551	0	3657	2	0	3661	4721	1817	4723	1	0	0	0	38	0	4714	3664	36	0	0	3662	5135	1	5127	0	0	4718	0	5042	0	34	0	0	0	0	39	4070	39	0	0	2901	0	4064	0	2900	0	2909	37	0	1	21	38	38	0	5877	0	0	0	0	4723	0	1810	0	3651	8854	0	1	2883	1816	0	0	0	0	4054	2905	0	1805	4716	34172	3664	0	0	0	2897	1	0	0	0	3962	17140	0	1	0	0	2896	4626	0	3663	38	0	0	6995	3660	3655	0	4714	0	0	1817	3960	34278	38	1	0	3659	38	0	0	0	3648	1	4045	0	2878	1814	0	0	2878	3664
ERR024930	3649	4782	63	63	3989	3516	3682	3648	3648	3648	4453	3648	3648	3481	3648	3648	3648	3648	5278	3648	3649	3648	3648	4640	36883	3574	3648	3648	4434	4348	20777	6005	3648	63	3650	3648	177	4768	3991	4770	3649	3648	3648	3648	3680	3648	4761	180	3678	3648	3648	178	5414	3649	5447	3648	3648	4765	3648	5322	3648	3676	3648	3648	3648	3648	3681	4642	3681	3648	3648	3486	3648	4455	3648	3485	3648	3494	3679	3648	3649	3663	3680	3680	3648	6163	3648	3648	3648	3648	4770	3648	3984	3648	83	9510	3648	3649	3468	3990	3648	3648	3648	3648	4626	3490	3648	3979	4763	35793	70	3648	3648	3648	3482	3649	3648	3648	3648	4351	18308	3648	3649	3648	3648	3481	4932	3648	179	3680	3648	3648	7457	66	61	3648	4761	3648	3648	3991	4349	35881	3680	3649	3648	65	3680	3648	3648	3648	0	3649	4617	3648	3463	3988	3648	3648	3463	180
ERR1414038	2	4736	3658	3658	1816	886	41	1	1	1	4063	1	1	2897	1	1	1	1	4969	1	2	1	1	4067	35217	419	1	1	4031	3960	19425	5552	1	3658	3	1	3662	4722	1818	4724	2	1	1	1	39	1	4715	3665	37	1	1	3663	5136	0	5128	1	1	4719	1	5043	1	35	1	1	1	1	40	4071	40	1	1	2902	1	4065	1	2901	1	2910	38	1	0	22	39	39	1	5878	1	1	1	1	4724	1	1811	1	3652	8855	1	2	2884	1817	1	1	1	1	4055	2906	1	1806	4717	34173	3665	1	1	1	2898	0	1	1	1	3963	17141	1	2	1	1	2897	4627	1	3664	39	1	1	6996	3661	3656	1	4715	1	1	1818	3961	34279	39	0	1	3660	39	1	1	1	3649	0	4046	1	2879	1815	1	1	2879	3665
ERR024926	4046	5862	4626	4626	4392	4206	4079	4045	4045	4045	5002	4045	4045	4664	4045	4045	4045	4045	5981	4045	4046	4045	4045	161	37107	4104	4045	4045	4984	4891	20970	6720	4045	4626	4047	4045	4628	5848	4394	5850	4046	4045	4045	4045	4077	4045	5841	4631	4075	4045	4045	4629	6190	4046	6154	4045	4045	5845	4045	6027	4045	4073	4045	4045	4045	4045	4078	97	4078	4045	4045	4669	4045	5004	4045	4668	4045	4677	4076	4045	4046	4060	4077	4077	4045	6921	4045	4045	4045	4045	5850	4045	4387	4045	4620	10061	4045	4046	4651	4393	4045	4045	4045	4045	27	4673	4045	4382	5843	36025	4633	4045	4045	4045	4663	4046	4045	4045	4045	4894	18597	4045	4046	4045	4045	4664	5690	4045	4630	4077	4045	4045	8026	4629	4624	4045	5841	4045	4045	4394	4892	36120	4077	4046	4045	4628	4077	4045	4045	4045	4617	4046	0	4045	4646	4391	4045	4045	4646	4631
ERR1413976	1	4735	3657	3657	1815	885	40	0	0	0	4062	0	0	2896	0	0	0	0	4968	0	1	0	0	4066	35216	418	0	0	4030	3959	19424	5551	0	3657	2	0	3661	4721	1817	4723	1	0	0	0	38	0	4714	3664	36	0	0	3662	5135	1	5127	0	0	4718	0	5042	0	34	0	0	0	0	39	4070	39	0	0	2901	0	4064	0	2900	0	2909	37	0	1	21	38	38	0	5877	0	0	0	0	4723	0	1810	0	3651	8854	0	1	2883	1816	0	0	0	0	4054	2905	0	1805	4716	34172	3664	0	0	0	2897	1	0	0	0	3962	17140	0	1	0	0	2896	4626	0	3663	38	0	0	6995	3660	3655	0	4714	0	0	1817	3960	34278	38	1	0	3659	38	0	0	0	3648	1	4045	0	2878	1814	0	0	2878	3664
ERR1413979	2879	5184	3472	3472	3009	2515	2912	2878	2878	2878	4604	2878	2878	132	2878	2878	2878	2878	5557	2878	2879	2878	2878	4669	36547	2683	2878	2878	4578	4505	20296	6205	2878	3472	2880	2878	3476	5170	3011	5172	2879	2878	2878	2878	2910	2878	5163	3479	2908	2878	2878	3477	5720	2879	5686	2878	2878	5167	2878	5583	2878	2906	2878	2878	2878	2878	2911	4671	2911	2878	2878	137	2878	4606	2878	136	2878	121	2909	2878	2879	2893	2910	2910	2878	6404	2878	2878	2878	2878	5170	2878	3004	2878	3466	9532	2878	2879	69	3010	2878	2878	2878	2878	4655	117	2878	2999	5165	35482	3479	2878	2878	2878	133	2879	2878	2878	2878	4508	17992	2878	2879	2878	2878	132	5238	2878	3478	2910	2878	2878	7607	3475	3470	2878	5163	2878	2878	3011	4506	35573	2910	2879	2878	3474	2910	2878	2878	2878	3463	2879	4646	2878	0	3008	2878	2878	2	3479
ERR1413977	1815	5045	3997	3997	3	2209	1848	1814	1814	1814	4432	1814	1814	3026	1814	1814	1814	1814	5312	1814	1815	1814	1814	4412	36005	1980	1814	1814	4396	4319	20064	5968	1814	3997	1816	1814	4001	5031	29	5033	1815	1814	1814	1814	1846	1814	5024	4004	1844	1814	1814	4002	5471	1815	5448	1814	1814	5028	1814	5374	1814	1842	1814	1814	1814	1814	1847	4416	1847	1814	1814	3031	1814	4434	1814	3030	1814	3039	1845	1814	1815	1829	1846	1846	1814	6244	1814	1814	1814	1814	5033	1814	22	1814	3991	9286	1814	1815	3013	28	1814	1814	1814	1814	4400	3035	1814	75	5026	34959	4004	1814	1814	1814	3027	1815	1814	1814	1814	4322	17751	1814	1815	1814	1814	3026	4970	1814	4003	1846	1814	1814	7345	4000	3995	1814	5024	1814	1814	29	4320	35045	1846	1815	1814	3999	1846	1814	1814	1814	3988	1815	4391	1814	3008	0	1814	1814	3008	4004
ERR1414088	1	4735	3657	3657	1815	885	40	0	0	0	4062	0	0	2896	0	0	0	0	4968	0	1	0	0	4066	35216	418	0	0	4030	3959	19424	5551	0	3657	2	0	3661	4721	1817	4723	1	0	0	0	38	0	4714	3664	36	0	0	3662	5135	1	5127	0	0	4718	0	5042	0	34	0	0	0	0	39	4070	39	0	0	2901	0	4064	0	2900	0	2909	37	0	1	21	38	38	0	5877	0	0	0	0	4723	0	1810	0	3651	8854	0	1	2883	1816	0	0	0	0	4054	2905	0	1805	4716	34172	3664	0	0	0	2897	1	0	0	0	3962	17140	0	1	0	0	2896	4626	0	3663	38	0	0	6995	3660	3655	0	4714	0	0	1817	3960	34278	38	1	0	3659	38	0	0	0	3648	1	4045	0	2878	1814	0	0	2878	3664
ERR1414029	1	4735	3657	3657	1815	885	40	0	0	0	4062	0	0	2896	0	0	0	0	4968	0	1	0	0	4066	35216	418	0	0	4030	3959	19424	5551	0	3657	2	0	3661	4721	1817	4723	1	0	0	0	38	0	4714	3664	36	0	0	3662	5135	1	5127	0	0	4718	0	5042	0	34	0	0	0	0	39	4070	39	0	0	2901	0	4064	0	2900	0	2909	37	0	1	21	38	38	0	5877	0	0	0	0	4723	0	1810	0	3651	8854	0	1	2883	1816	0	0	0	0	4054	2905	0	1805	4716	34172	3664	0	0	0	2897	1	0	0	0	3962	17140	0	1	0	0	2896	4626	0	3663	38	0	0	6995	3660	3655	0	4714	0	0	1817	3960	34278	38	1	0	3659	38	0	0	0	3648	1	4045	0	2878	1814	0	0	2878	3664
ERR1414000	2879	5184	3472	3472	3009	2515	2912	2878	2878	2878	4604	2878	2878	132	2878	2878	2878	2878	5557	2878	2879	2878	2878	4669	36549	2683	2878	2878	4578	4505	20296	6205	2878	3472	2880	2878	3476	5170	3011	5172	2879	2878	2878	2878	2910	2878	5163	3479	2908	2878	2878	3477	5720	2879	5686	2878	2878	5167	2878	5583	2878	2906	2878	2878	2878	2878	2911	4671	2911	2878	2878	137	2878	4606	2878	136	2878	121	2909	2878	2879	2893	2910	2910	2878	6404	2878	2878	2878	2878	5170	2878	3004	2878	3466	9532	2878	2879	69	3010	2878	2878	2878	2878	4655	117	2878	2999	5165	35484	3479	2878	2878	2878	133	2879	2878	2878	2878	4508	17992	2878	2879	2878	2878	132	5238	2878	3478	2910	2878	2878	7607	3475	3470	2878	5163	2878	2878	3011	4506	35573	2910	2879	2878	3474	2910	2878	2878	2878	3463	2879	4646	2878	2	3008	2878	2878	0	3479
ERR1413986	3665	4796	189	189	4005	3532	3698	3664	3664	3664	4469	3664	3664	3497	3664	3664	3664	3664	5296	3664	3665	3664	3664	4654	36897	3590	3664	3664	4450	4364	20796	6021	3664	189	3666	3664	5	4782	4007	4784	3665	3664	3664	3664	3696	3664	4775	4	3694	3664	3664	6	5434	3665	5463	3664	3664	4779	3664	5340	3664	3692	3664	3664	3664	3664	3697	4656	3697	3664	3664	3502	3664	4471	3664	3501	3664	3510	3695	3664	3665	3679	3696	3696	3664	6180	3664	3664	3664	3664	4784	3664	4000	3664	183	9525	3664	3665	3482	4006	3664	3664	3664	3664	4640	3506	3664	3995	4777	35805	196	3664	3664	3664	3498	3665	3664	3664	3664	4367	18325	3664	3665	3664	3664	3497	4948	3664	9	3696	3664	3664	7474	192	187	3664	4775	3664	3664	4007	4365	35895	3696	3665	3664	191	3696	3664	3664	3664	180	3665	4631	3664	3479	4004	3664	3664	3479	0
